,restaurant_name,city,cuisines,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,repeat_customer_pct,platform_performance_better
3622,The Japanese Corner (3),Delhi,Japanese,4,2406,3.7,476,1151,Premium,62,55,33,34,291,134,334941,154234,38,Swiggy Better
3623,The Desserts Cafe (2),Kolkata,Desserts; Mughlai,4.7,1099,4.5,1722,415,Mid-Range,64,51,33,33,420,267,174300,110805,60,Swiggy Better
3624,Tandoor Kitchen (6),Hyderabad,Bakery,4.2,584,4.4,2661,399,Mid-Range,57,57,35,35,290,365,115710,145635,58,Zomato Better
3625,Silk Junction (2),Pune,Vietnamese,4.6,1728,4.4,1241,1183,Premium,34,38,28,22,254,200,300482,236600,57,Swiggy Better
3626,Bistro Bowl,Ahmedabad,Seafood,4.4,1385,4.5,1466,570,Mid-Range,68,56,36,36,178,207,101460,117990,56,Zomato Better
3627,The South Kitchen Co. (5),Hyderabad,South Indian,4.8,1933,4.5,1215,299,Budget,44,48,27,35,359,330,107341,98670,60,Swiggy Better
3628,Lotus Darbar (4),Hyderabad,Chinese,4.6,1507,4.4,1542,559,Mid-Range,44,39,24,27,234,224,130806,125216,53,Swiggy Better
3629,Heritage Fast Hub,Bangalore,Fast Food; Mughlai,4.5,2331,4.7,3051,272,Budget,77,77,38,39,502,389,136544,105808,59,Swiggy Better
3630,Spice Bites (3),Mumbai,Vietnamese,3.6,2356,3.7,2251,393,Mid-Range,27,24,17,21,272,311,106896,122223,34,Zomato Better
3631,Barrel Multi-Cuisine Room,Lucknow,Multi-Cuisine; Fast Food,5,1564,4.8,593,803,Premium,44,50,25,26,190,106,152570,85118,59,Swiggy Better
3632,Delhi Cafe Kitchen,Pune,Cafe,4.5,1136,4.5,1538,817,Premium,34,32,24,24,189,224,154413,183008,50,Zomato Better
3633,Lotus Mexican Spot,Delhi,Mexican; Italian,4.8,2684,4.7,1490,361,Mid-Range,61,54,36,37,425,308,153425,111188,61,Swiggy Better
3634,Terrace House (2),Pune,Italian,4.9,880,5,330,1301,Luxury,31,31,24,28,137,120,178237,156120,69,Swiggy Better
3635,Royal Darbar,Mumbai,Lebanese; Biryani,4.4,1186,4.1,849,899,Premium,21,26,16,20,166,217,149234,195083,52,Zomato Better
3636,Golden Cafe Kitchen Co.,Kolkata,Cafe,4.3,1182,4.5,445,160,Budget,33,31,22,25,219,212,35040,33920,70,Swiggy Better
3637,The Mediterranean Hub (2),Bangalore,Mediterranean,4.5,2733,4.4,786,467,Mid-Range,36,42,22,27,356,346,166252,161582,56,Balanced
3638,Spice Kitchen (3),Kolkata,Vietnamese,5,2595,4.9,896,307,Mid-Range,38,29,24,28,337,333,103459,102231,59,Balanced
3639,Ember Multi-Cuisine Republic,Pune,Multi-Cuisine; Biryani,3.3,891,3.3,982,257,Budget,24,32,25,21,216,230,55512,59110,34,Swiggy Better
3640,Sunrise Vegan Cafe,Bangalore,Vegan; Lebanese,4.3,622,4.3,2979,229,Budget,44,54,30,25,195,352,44655,80608,46,Zomato Better
3641,The North Junction (2),Mumbai,North Indian; Mughlai,4.3,1053,4.3,2443,322,Mid-Range,29,32,19,20,237,285,76314,91770,48,Zomato Better
3642,Twist Multi-Cuisine Republic,Kolkata,Multi-Cuisine,4.3,1716,4.5,1142,357,Mid-Range,42,45,32,27,406,287,144942,102459,52,Swiggy Better
3643,Bamboo Deck (2),Mumbai,Chinese; Bakery,4.8,2497,4.5,2466,492,Mid-Range,47,36,26,27,394,310,193848,152520,61,Swiggy Better
3644,Roots Table (3),Mumbai,Multi-Cuisine,4.3,1425,4.5,895,496,Mid-Range,77,78,33,46,271,286,134416,141856,56,Zomato Better
3645,The Thai Point (3),Chennai,Thai; Korean,4.8,1117,4.7,1391,600,Mid-Range,51,44,27,26,324,202,194400,121200,69,Swiggy Better
3646,Bamboo Italian Grill,Delhi,Italian,4.6,994,4.4,2078,554,Mid-Range,21,29,21,17,339,271,187806,150134,54,Swiggy Better
3647,Basil Foods (4),Delhi,Vegan; Street Food,4.3,919,4.4,1929,448,Mid-Range,56,54,26,30,326,346,146048,155008,62,Zomato Better
3648,The Street Tadka (2),Bangalore,Street Food,4.5,739,4.1,1337,844,Premium,84,78,44,43,270,195,227880,164580,48,Swiggy Better
3649,The Cafe Eatery (5),Ahmedabad,Cafe,4.4,1152,4.3,1890,225,Budget,38,28,18,24,253,250,56925,56250,65,Swiggy Better
3650,Bistro Room,Bangalore,Multi-Cuisine; Lebanese,3.9,420,4,1001,1301,Luxury,44,40,22,33,169,270,219869,351270,50,Zomato Better
3651,The Pan-Asian Hub (3),Bangalore,Pan-Asian,3.9,1582,4.2,1644,267,Budget,39,36,25,25,292,278,77964,74226,44,Balanced
3652,The Biryani Deck (5),Bangalore,Biryani,4.6,2619,4.6,2037,512,Mid-Range,38,43,26,26,438,294,224256,150528,56,Swiggy Better
3653,Bistro Kitchen Co.,Bangalore,Thai,4.7,2770,4.6,1956,510,Mid-Range,43,45,31,29,417,355,212670,181050,61,Swiggy Better
3654,The Korean Eatery (3),Bangalore,Korean,4.7,756,4.6,738,599,Mid-Range,43,40,29,33,263,277,157537,165923,66,Zomato Better
3655,Twist Continental Junction,Mumbai,Continental,4.6,3058,4.7,2518,348,Mid-Range,30,31,19,18,465,387,161820,134676,55,Swiggy Better
3656,Copper Grill (3),Mumbai,Mexican; Japanese,4.4,1965,4.4,1173,968,Premium,37,38,24,29,265,387,256520,374616,56,Zomato Better
3657,Bamboo Express (2),Delhi,Japanese,4.9,782,4.6,2681,394,Mid-Range,41,47,24,32,206,349,81164,137506,65,Zomato Better
3658,Basil Biryani Eatery,Ahmedabad,Biryani; North Indian,3.8,1177,4.2,1536,391,Mid-Range,48,45,32,31,191,217,74681,84847,46,Zomato Better
3659,The Multi-Cuisine Grill (2),Mumbai,Multi-Cuisine,3.9,2093,4,2186,156,Budget,47,49,35,31,275,296,42900,46176,51,Balanced
3660,Roots Express (2),Bangalore,Mughlai; Multi-Cuisine,3.5,1183,3.5,343,320,Mid-Range,70,68,37,41,181,163,57920,52160,30,Swiggy Better
3661,Wok Hub (2),Ahmedabad,Vietnamese; Mexican,4.3,856,4.5,474,468,Mid-Range,57,48,33,35,283,167,132444,78156,48,Swiggy Better
3662,The Continental Deck (4),Ahmedabad,Continental,4.8,1375,4.8,562,739,Premium,47,41,32,25,289,137,213571,101243,70,Swiggy Better
3663,Bistro Bhavan (3),Hyderabad,Mughlai; Japanese,4.3,1103,4.2,2879,444,Mid-Range,39,35,32,22,203,324,90132,143856,48,Zomato Better
3664,The Thai Tadka (3),Bangalore,Thai; Chinese,5,1601,4.8,1405,251,Budget,104,99,49,54,297,238,74547,59738,63,Swiggy Better
3665,Lotus Spot (3),Delhi,Mughlai; Multi-Cuisine,5,2021,5,546,332,Mid-Range,27,23,22,17,338,248,112216,82336,63,Swiggy Better
3666,Twist Japanese Diner,Bangalore,Japanese,4.1,3607,4.5,1034,298,Budget,50,54,31,30,451,233,134398,69434,49,Swiggy Better
3667,The Chinese Darbar (4),Mumbai,Chinese; Lebanese,4.8,5679,4.4,943,153,Budget,59,60,38,36,653,297,99909,45441,56,Swiggy Better
3668,Golden Pan-Asian Hub (2),Delhi,Pan-Asian; Mediterranean,4.5,1320,4.5,353,1324,Luxury,52,51,25,26,182,128,240968,169472,53,Swiggy Better
3669,The Continental Deck (5),Pune,Continental,4.3,996,4,1196,219,Budget,39,39,27,26,277,276,60663,60444,59,Zomato Better
3670,The Pan-Asian Grill (2),Delhi,Pan-Asian,4.3,1554,4.1,512,1571,Luxury,45,56,31,21,257,155,403747,243505,49,Swiggy Better
3671,The Mughlai Republic (5),Hyderabad,Mughlai,4.5,2946,4.7,2367,422,Mid-Range,27,33,20,24,455,338,192010,142636,57,Swiggy Better
3672,The Chinese Junction (2),Bangalore,Chinese,4,1623,4,243,1608,Luxury,61,57,36,34,196,121,315168,194568,45,Swiggy Better
3673,Coastal House (3),Bangalore,Cafe; Mexican,3.3,655,3.4,1563,181,Budget,35,35,22,22,121,218,21901,39458,20,Zomato Better
3674,Bistro Hub (2),Kolkata,Street Food,4,870,4.5,1117,315,Mid-Range,70,73,43,42,180,257,56700,80955,58,Zomato Better
3675,Ember Biryani Bites,Ahmedabad,Biryani,4.6,1728,4.5,857,797,Premium,49,60,29,32,268,175,213596,139475,61,Swiggy Better
3676,The Fast Eatery (4),Bangalore,Fast Food,4.5,1033,4.5,1277,1286,Premium,45,46,29,29,206,353,264916,453958,50,Zomato Better
3677,Harvest Spot (2),Pune,Mediterranean; Seafood,4.6,627,4.6,1310,251,Budget,44,39,21,30,133,224,33383,56224,65,Zomato Better
3678,The Italian Bites (3),Bangalore,Italian; Cafe,4.8,1032,4.6,1063,1821,Luxury,42,42,28,26,223,190,406083,345990,62,Swiggy Better
3679,Nawab Diner (5),Mumbai,Seafood,4.6,514,4.7,1665,574,Mid-Range,31,30,20,27,152,294,87248,168756,63,Zomato Better
3680,Basil Kitchen Co. (3),Chennai,Lebanese; Pan-Asian,5,2161,4.8,3601,630,Mid-Range,44,39,27,29,287,481,180810,303030,66,Zomato Better
3681,Bombay Japanese Bhavan,Mumbai,Japanese,4.7,556,4.9,1356,1228,Premium,35,43,28,23,153,189,187884,232092,64,Zomato Better
3682,The Japanese Cafe (2),Delhi,Japanese; Mexican,4.9,865,5,1739,328,Mid-Range,34,35,23,21,224,290,73472,95120,67,Zomato Better
3683,Harvest Biryani Republic,Delhi,Biryani; Pan-Asian,4.5,632,4.4,1071,156,Budget,90,96,42,50,211,209,32916,32604,49,Zomato Better
3684,Bistro Deck (3),Bangalore,Fast Food,4.6,1177,4.6,1762,128,Budget,31,27,24,25,320,279,40960,35712,55,Swiggy Better
3685,The Vegan Corner (4),Mumbai,Vegan,4.1,1144,3.7,1692,260,Budget,44,39,24,27,314,200,81640,52000,46,Swiggy Better
3686,Spice Point,Delhi,North Indian; Bakery,4,2395,4.4,1133,895,Premium,65,64,35,44,279,335,249705,299825,39,Zomato Better
3687,Silk Thai Kitchen,Jaipur,Thai,4.5,2340,4.5,1375,803,Premium,29,32,25,22,269,208,216007,167024,59,Swiggy Better
3688,Barrel Fast Point,Hyderabad,Fast Food,4.1,2124,4.2,1321,458,Mid-Range,70,64,39,35,396,270,181368,123660,45,Swiggy Better
3689,Delhi Room,Delhi,Cafe,4.7,1275,4.3,2168,675,Mid-Range,31,39,23,25,260,316,175500,213300,59,Zomato Better
3690,Bamboo Desserts Kitchen,Mumbai,Desserts,5,1271,4.7,2098,1007,Premium,34,27,22,25,302,256,304114,257792,80,Swiggy Better
3691,Basil Mughlai Junction,Hyderabad,Mughlai; Biryani,4.6,1378,4.9,1113,204,Budget,19,22,15,23,323,203,65892,41412,73,Swiggy Better
3692,The North House (5),Mumbai,North Indian; Japanese,4.7,1718,5,2231,566,Mid-Range,65,66,35,40,410,256,232060,144896,56,Swiggy Better
3693,Saffron Cafe,Pune,Seafood; Vegan,4.9,965,4.5,467,383,Mid-Range,34,35,31,23,145,164,55535,62812,62,Zomato Better
3694,Harvest Table (3),Chennai,Mexican; Cafe,3.1,1719,3.6,807,654,Mid-Range,35,35,28,26,193,285,126222,186390,29,Zomato Better
3695,Ember Tadka (2),Delhi,Continental; Mediterranean,4.4,2165,4.3,2328,465,Mid-Range,43,38,24,23,305,311,141825,144615,62,Balanced
3696,The Multi-Cuisine Grill (3),Bangalore,Multi-Cuisine,4.4,1110,4.6,564,310,Mid-Range,38,37,26,24,303,207,93930,64170,60,Swiggy Better
3697,Copper Fast Kitchen,Mumbai,Fast Food; South Indian,4.9,2392,4.6,1500,561,Mid-Range,49,59,33,27,358,279,200838,156519,68,Swiggy Better
3698,The Street Deck (7),Mumbai,Street Food,4.9,1329,4.9,1337,223,Budget,65,60,30,30,238,208,53074,46384,67,Swiggy Better
3699,Bombay Kitchen (2),Delhi,Pan-Asian,4.7,1314,4.9,1860,193,Budget,100,93,46,50,210,325,40530,62725,65,Zomato Better
3700,The Vietnamese Eatery (3),Ahmedabad,Vietnamese; North Indian,4.5,770,4.7,2486,734,Premium,83,79,36,41,191,361,140194,264974,60,Zomato Better
3701,Bistro Spot (4),Bangalore,Desserts,3.9,990,3.9,992,281,Budget,43,46,27,23,328,253,92168,71093,47,Swiggy Better
3702,The Continental Bar & Grill (3),Pune,Continental; Mexican,3.8,253,3.8,481,621,Mid-Range,59,62,34,34,114,207,70794,128547,45,Zomato Better
3703,The Biryani Kitchen Co. (2),Hyderabad,Biryani; Pan-Asian,4.4,1451,4.5,1341,1860,Luxury,87,78,43,43,196,187,364560,347820,52,Swiggy Better
3704,The Biryani Bites (2),Mumbai,Biryani; Korean,4.8,1374,4.8,1365,357,Mid-Range,67,58,33,32,247,398,88179,142086,64,Zomato Better
3705,Ember Mediterranean Table,Mumbai,Mediterranean,4.9,1223,5,1718,1539,Luxury,55,38,24,27,191,198,293949,304722,65,Balanced
3706,Sultan Kitchen (3),Bangalore,Pan-Asian,4.8,1703,4.6,1762,321,Mid-Range,56,54,30,32,309,397,99189,127437,65,Zomato Better
3707,Ember Express,Hyderabad,South Indian,4.7,1155,4.8,1279,435,Mid-Range,78,77,34,41,252,248,109620,107880,61,Swiggy Better
3708,Bombay Bar & Grill (3),Delhi,Fast Food,4.7,1779,4.5,736,1624,Luxury,32,21,16,17,273,124,443352,201376,53,Swiggy Better
3709,The Cafe Hub,Chennai,Cafe; Mediterranean,4.3,3898,4.3,1703,379,Mid-Range,45,42,22,28,572,322,216788,122038,51,Swiggy Better
3710,Lotus Diner (4),Ahmedabad,Seafood; Fast Food,4.7,1944,4.8,2518,299,Budget,27,26,16,20,242,354,72358,105846,72,Zomato Better
3711,Curry Kitchen Co. (3),Chennai,Multi-Cuisine,4.7,1119,4.9,2328,276,Budget,32,30,18,20,262,300,72312,82800,59,Zomato Better
3712,Cinnamon Table,Lucknow,Japanese,3.9,478,4,801,748,Premium,15,26,20,22,180,142,134640,106216,44,Swiggy Better
3713,Silk Diner (5),Chennai,Seafood; Mexican,4.8,1417,4.6,827,805,Premium,37,38,24,20,308,257,247940,206885,71,Swiggy Better
3714,Tandoor Point (2),Ahmedabad,Chinese,4.3,780,4.2,1007,264,Budget,84,76,43,39,246,280,64944,73920,51,Zomato Better
3715,The Lebanese Table (2),Kolkata,Lebanese,4.4,909,4.5,1115,379,Mid-Range,69,61,36,42,281,335,106499,126965,46,Zomato Better
3716,Urban Multi-Cuisine Table,Chennai,Multi-Cuisine; Korean,4.9,810,4.6,3522,658,Mid-Range,25,34,22,28,281,398,184898,261884,55,Zomato Better
3717,Urban Room (3),Kolkata,Italian,4.3,976,4.5,2737,580,Mid-Range,53,46,34,34,267,359,154860,208220,54,Zomato Better
3718,Ember Tadka (3),Jaipur,South Indian,4.5,583,4.1,1115,314,Mid-Range,31,33,19,17,231,179,72534,56206,50,Swiggy Better
3719,Basil Italian Corner,Delhi,Italian,4.9,2365,4.8,2391,202,Budget,36,42,27,27,273,439,55146,88678,61,Zomato Better
3720,The Seafood Room (4),Hyderabad,Seafood,4.5,908,4.2,1546,294,Budget,85,70,36,45,215,173,63210,50862,51,Swiggy Better
3721,The Mughlai Eatery,Pune,Mughlai; Vegan,4.4,2055,4,949,343,Mid-Range,28,29,22,14,234,230,80262,78890,51,Swiggy Better
3722,Zaffran Foods,Ahmedabad,Mughlai,4.3,1236,4.2,1210,206,Budget,48,46,27,32,431,235,88786,48410,57,Swiggy Better
3723,Roots Japanese Diner,Delhi,Japanese; South Indian,4.8,616,4.7,1909,624,Mid-Range,53,58,37,34,296,230,184704,143520,68,Swiggy Better
3724,The South Darbar (2),Kolkata,South Indian,4.4,2549,4.8,1161,328,Mid-Range,36,33,20,25,372,326,122016,106928,66,Swiggy Better
3725,Copper Bhavan,Kolkata,Bakery; Korean,3.9,547,4.2,1227,369,Mid-Range,50,48,29,31,201,218,74169,80442,49,Zomato Better
3726,Silk Italian Grill,Lucknow,Italian; Thai,4.1,1330,4.4,794,1756,Luxury,33,30,21,23,156,145,273936,254620,49,Swiggy Better
3727,Bamboo Grill,Bangalore,Chinese,4.4,1260,4.4,3171,448,Mid-Range,39,40,29,31,319,439,142912,196672,57,Zomato Better
3728,The Lebanese House (5),Chennai,Lebanese; South Indian,4,1010,4.3,1140,231,Budget,49,39,31,29,327,295,75537,68145,58,Swiggy Better
3729,Spice Deck (4),Chennai,Lebanese; Mexican,4.8,828,4.3,2445,876,Premium,25,23,23,22,324,305,283824,267180,62,Swiggy Better
3730,Golden Thai Bhavan,Jaipur,Thai,4.8,1038,4.7,586,226,Budget,28,24,22,16,220,241,49720,54466,77,Zomato Better
3731,Urban Grill (2),Ahmedabad,Street Food,4.2,548,4.1,1327,342,Mid-Range,29,29,16,20,146,166,49932,56772,42,Zomato Better
3732,Terrace Cafe (2),Pune,South Indian; Pan-Asian,4.2,1876,3.8,628,145,Budget,51,51,24,29,226,250,32770,36250,53,Zomato Better
3733,Zaffran Korean Express,Pune,Korean,4.3,744,4.4,1313,567,Mid-Range,47,47,27,31,192,199,108864,112833,52,Balanced
3734,Bistro Chinese Bhavan,Mumbai,Chinese; Thai,4.3,1352,4.1,1982,312,Mid-Range,38,40,29,26,248,359,77376,112008,52,Zomato Better
3735,Terrace Kitchen Co. (4),Lucknow,Mughlai,4.7,867,4.9,2482,383,Mid-Range,44,31,24,29,187,414,71621,158562,75,Zomato Better
3736,Twist North Tadka (2),Bangalore,North Indian,4.3,1174,4.1,1605,536,Mid-Range,56,63,32,29,386,206,206896,110416,53,Swiggy Better
3737,Silk Korean Deck,Chennai,Korean; North Indian,4.2,1302,3.8,1286,196,Budget,43,34,29,23,198,202,38808,39592,45,Zomato Better
3738,Curry Cellar (2),Kolkata,Desserts,4.7,597,4.5,749,961,Premium,38,32,24,21,262,220,251782,211420,48,Swiggy Better
3739,Sunrise Vegan Republic (2),Delhi,Vegan,4.1,1584,4.1,1735,305,Mid-Range,32,28,19,24,508,434,154940,132370,50,Swiggy Better
3740,Twist Pan-Asian Eatery,Bangalore,Pan-Asian,3.9,906,3.9,809,319,Mid-Range,42,41,27,28,188,299,59972,95381,32,Zomato Better
3741,The Fast Spot (8),Bangalore,Fast Food,4.4,2030,4.7,813,1946,Luxury,49,57,28,29,265,189,515690,367794,42,Swiggy Better
3742,Curry Republic (2),Ahmedabad,Continental; Biryani,4.9,2048,4.8,1016,186,Budget,44,40,31,29,254,257,47244,47802,66,Balanced
3743,Roots Lebanese Kitchen,Pune,Lebanese,4.7,1692,4.7,1020,385,Mid-Range,57,54,28,32,191,209,73535,80465,60,Zomato Better
3744,Roots Cafe (2),Mumbai,Multi-Cuisine,4,1417,4.3,983,438,Mid-Range,37,40,29,25,199,348,87162,152424,43,Zomato Better
3745,Tandoor Republic (5),Chennai,Seafood,4.2,1667,4.6,2305,211,Budget,111,107,55,59,254,290,53594,61190,53,Zomato Better
3746,Silk Lebanese Darbar,Bangalore,Lebanese; Pan-Asian,4.3,1261,4.2,1471,464,Mid-Range,40,37,24,30,222,231,103008,107184,51,Balanced
3747,The Street Darbar (3),Ahmedabad,Street Food,4.4,1164,4.3,2256,338,Mid-Range,40,38,24,27,163,254,55094,85852,59,Zomato Better
3748,Tandoor Darbar (3),Bangalore,Street Food; Japanese,4.4,1678,4.4,1044,862,Premium,47,34,28,25,223,193,192226,166366,55,Swiggy Better
3749,Zaffran Korean Diner,Bangalore,Korean; North Indian,4.1,965,4.1,1644,248,Budget,47,48,27,30,205,278,50840,68944,47,Zomato Better
3750,The Mughlai Cafe (2),Mumbai,Mughlai; South Indian,4,2366,4.3,1420,247,Budget,101,100,45,51,325,197,80275,48659,52,Swiggy Better
3751,The Mughlai Kitchen,Pune,Mughlai; Thai,3.5,346,3.5,1295,487,Mid-Range,35,36,25,21,81,204,39447,99348,31,Zomato Better
3752,Sultan Italian Cafe (2),Delhi,Italian,4.7,2423,4.7,2569,625,Mid-Range,61,50,27,33,427,332,266875,207500,65,Swiggy Better
3753,Zaffran Mediterranean Foods,Chennai,Mediterranean; North Indian,4.6,2008,4.3,2088,438,Mid-Range,49,49,31,27,369,310,161622,135780,61,Swiggy Better
3754,The Bakery Darbar (3),Delhi,Bakery; Cafe,4.5,1404,4.5,2702,508,Mid-Range,76,74,41,46,266,361,135128,183388,68,Zomato Better
3755,Roots Vietnamese Table,Bangalore,Vietnamese,4.4,3107,4.5,3342,350,Mid-Range,31,29,20,21,561,457,196350,159950,68,Swiggy Better
3756,Urban Pan-Asian Bowl (2),Bangalore,Pan-Asian,4.6,2472,4.8,3732,347,Mid-Range,60,46,34,29,319,458,110693,158926,52,Zomato Better
3757,Nawab House (4),Bangalore,Cafe; Thai,4.6,1620,4.4,2178,851,Premium,70,59,36,37,220,280,187220,238280,43,Zomato Better
3758,Roots Bakery Kitchen Co.,Jaipur,Bakery; Pan-Asian,3.3,594,3.7,1204,338,Mid-Range,50,58,37,27,150,169,50700,57122,29,Zomato Better
3759,The Vegan House (6),Mumbai,Vegan,4.5,920,4.7,1596,785,Premium,68,46,32,35,335,350,262975,274750,47,Balanced
3760,Sunrise North Tadka,Lucknow,North Indian; South Indian,4.4,401,4.7,536,1304,Luxury,38,33,21,20,172,215,224288,280360,56,Zomato Better
3761,Roots Chinese Room,Bangalore,Chinese,4.3,543,4.2,962,1265,Premium,48,50,26,32,166,166,209990,209990,53,Balanced
3762,Delhi Korean Table,Mumbai,Korean,3.7,767,3.9,1266,409,Mid-Range,66,63,39,38,206,262,84254,107158,31,Zomato Better
3763,Delhi Korean Table (2),Bangalore,Korean,4.1,1000,4,490,734,Premium,31,27,23,17,267,214,195978,157076,41,Swiggy Better
3764,Saffron Corner (3),Mumbai,South Indian,4.1,2293,4.1,547,164,Budget,38,35,28,20,273,244,44772,40016,43,Swiggy Better
3765,Bistro Fast Bowl,Kolkata,Fast Food,4.5,686,4.7,2586,522,Mid-Range,34,28,26,24,289,303,150858,158166,70,Zomato Better
3766,Silk Vegan Kitchen Co.,Pune,Vegan,4.6,844,4.6,2343,347,Mid-Range,26,25,26,19,216,315,74952,109305,59,Zomato Better
3767,Sunrise Biryani Kitchen Co.,Bangalore,Biryani; South Indian,4.5,1713,4.7,1151,266,Budget,50,46,27,26,217,180,57722,47880,66,Swiggy Better
3768,Saffron Biryani Kitchen Co.,Hyderabad,Biryani,4.8,755,4.8,662,346,Mid-Range,42,47,38,31,200,278,69200,96188,68,Zomato Better
3769,Sultan Tadka (3),Hyderabad,Multi-Cuisine; North Indian,4.8,998,4.7,3402,623,Mid-Range,39,35,26,24,233,382,145159,237986,67,Zomato Better
3770,Bistro Vietnamese Bhavan,Jaipur,Vietnamese; Mughlai,4.8,1842,4.8,1070,529,Mid-Range,45,47,27,25,245,206,129605,108974,60,Swiggy Better
3771,Bamboo Fast Point,Lucknow,Fast Food; Mediterranean,4.8,749,4.4,1366,1563,Luxury,38,47,31,27,156,163,243828,254769,60,Zomato Better
3772,Green Multi-Cuisine Bar & Grill,Hyderabad,Multi-Cuisine,3.5,2367,3.8,1661,519,Mid-Range,28,31,15,21,344,238,178536,123522,36,Swiggy Better
3773,The Multi-Cuisine Cafe (3),Kolkata,Multi-Cuisine,4.8,4995,4.6,4430,390,Mid-Range,26,26,29,25,625,607,243750,236730,42,Swiggy Better
3774,The Cafe Express (5),Kolkata,Cafe,3.8,3165,3.7,436,738,Premium,57,49,30,33,385,213,284130,157194,40,Swiggy Better
3775,Coastal Lebanese Hub,Delhi,Lebanese,4,2188,3.5,1076,801,Premium,31,29,24,20,318,183,254718,146583,50,Swiggy Better
3776,The Bakery Point (5),Chennai,Bakery; Continental,4,1841,4.2,1551,444,Mid-Range,39,39,26,28,243,192,107892,85248,51,Swiggy Better
3777,Nawab Continental Eatery,Mumbai,Continental,4.8,3056,4.7,1495,556,Mid-Range,60,49,33,29,498,302,276888,167912,60,Swiggy Better
3778,Wok Bhavan,Chennai,Korean; North Indian,4.4,1276,4.1,2426,528,Mid-Range,52,49,28,29,393,288,207504,152064,55,Swiggy Better
3779,Silk Cellar (2),Lucknow,Cafe,4.4,2646,4.4,636,216,Budget,38,34,24,19,360,296,77760,63936,50,Swiggy Better
3780,The Multi-Cuisine Tadka (2),Mumbai,Multi-Cuisine,4,724,3.9,362,358,Mid-Range,43,40,26,24,236,140,84488,50120,34,Swiggy Better
3781,Terrace Junction (2),Kolkata,Street Food,4.5,1612,4.9,1854,307,Mid-Range,38,32,25,27,440,245,135080,75215,58,Swiggy Better
3782,Nawab Darbar (2),Jaipur,Fast Food; Mughlai,4.1,1487,4.2,1986,549,Mid-Range,35,51,30,31,240,272,131760,149328,40,Zomato Better
3783,The Pan-Asian Diner (2),Bangalore,Pan-Asian,3.6,2346,3.7,1241,381,Mid-Range,74,74,42,44,320,308,121920,117348,41,Zomato Better
3784,Royal North Spot,Pune,North Indian; Mediterranean,4.3,635,4.7,1357,349,Mid-Range,51,53,34,29,168,251,58632,87599,59,Zomato Better
3785,Harvest Cafe (3),Jaipur,Multi-Cuisine,4.5,454,4.5,1463,441,Mid-Range,42,30,27,25,130,211,57330,93051,55,Zomato Better
3786,The Cafe Eatery (6),Lucknow,Cafe,4.5,2476,4.4,1381,525,Mid-Range,38,41,29,36,318,452,166950,237300,54,Zomato Better
3787,Lotus Lebanese Darbar,Mumbai,Lebanese,4.6,682,4.7,1990,497,Mid-Range,25,15,17,16,242,250,120274,124250,64,Zomato Better
3788,The Italian Corner (3),Delhi,Italian; Chinese,4.4,1694,4.4,542,211,Budget,112,105,60,56,241,246,50851,51906,49,Balanced
3789,The North Express (4),Chennai,North Indian; Street Food,4.2,1328,4.2,1981,1103,Premium,71,64,35,42,246,294,271338,324282,51,Zomato Better
3790,The North Bhavan (4),Bangalore,North Indian; Thai,4.6,2657,4.6,788,264,Budget,42,31,21,23,354,223,93456,58872,50,Swiggy Better
3791,Golden Chinese Bar & Grill (2),Bangalore,Chinese,4.6,637,4.6,691,296,Budget,20,28,21,20,240,259,71040,76664,56,Zomato Better
